Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Demand Forecast,Holiday/Promotion
2022-12-06,S004,P0009,Toys,North,413,136,128.14,0
2022-12-06,S004,P0010,Furniture,North,452,25,16.72,0
2022-12-06,S004,P0011,Clothing,East,323,203,209.55,1
2022-12-06,S004,P0012,Groceries,West,383,136,142.76,1
2022-12-06,S004,P0013,Groceries,South,484,238,244.34,0
2022-12-06,S004,P0014,Electronics,West,402,94,99.21,0
2022-12-06,S004,P0015,Clothing,North,467,452,464.11,1
2022-12-06,S004,P0016,Clothing,West,247,47,55.54,0
2022-12-06,S004,P0017,Electronics,East,397,299,289.08,0
2022-12-06,S004,P0018,Electronics,North,90,63,59.96,0
2022-12-06,S004,P0019,Clothing,West,392,313,308.42,1
2022-12-06,S004,P0020,Clothing,West,299,241,241.48,1
2022-12-06,S005,P0001,Clothing,South,252,236,251.25,0
2022-12-06,S005,P0002,Groceries,South,426,88,102.98,1
2022-12-06,S005,P0003,Electronics,North,366,277,292.23,1
2022-12-06,S005,P0004,Electronics,East,140,4,19.39,0
2022-12-06,S005,P0005,Furniture,West,404,2,-7.69,1
2022-12-06,S005,P0006,Groceries,North,363,140,136.97,0
2022-12-06,S005,P0007,Toys,North,420,256,269.41,0
2022-12-06,S005,P0008,Toys,West,126,0,7.51,1
2022-12-06,S005,P0009,Clothing,North,115,50,45.34,0
2022-12-06,S005,P0010,Furniture,East,375,318,328.25,1
2022-12-06,S005,P0011,Furniture,East,344,141,143.81,0
2022-12-06,S005,P0012,Electronics,East,401,256,257.11,0
2022-12-06,S005,P0013,Furniture,North,61,27,43.19,0
2022-12-06,S005,P0014,Clothing,West,237,153,147.95,1
2022-12-06,S005,P0015,Groceries,East,362,150,166.75,1
2022-12-06,S005,P0016,Toys,West,300,186,200.89,1
2022-12-06,S005,P0017,Furniture,West,387,156,147.6,0
2022-12-06,S005,P0018,Electronics,North,97,87,85.18,0
2022-12-06,S005,P0019,Groceries,North,177,24,35.95,1
2022-12-06,S005,P0020,Furniture,South,461,398,410.58,1
2022-12-07,S001,P0001,Furniture,West,191,90,109.7,0
2022-12-07,S001,P0002,Electronics,West,309,289,280.78,1
2022-12-07,S001,P0003,Clothing,East,124,23,30.11,0
2022-12-07,S001,P0004,Electronics,East,409,16,31.32,1
2022-12-07,S001,P0005,Clothing,South,438,413,420.46,1
2022-12-07,S001,P0006,Clothing,West,224,171,182.84,1
2022-12-07,S001,P0007,Groceries,West,427,84,74.89,1
2022-12-07,S001,P0008,Furniture,West,266,28,24.07,1
2022-12-07,S001,P0009,Clothing,North,336,54,65.66,0
2022-12-07,S001,P0010,Electronics,West,182,174,184.16,1
2022-12-07,S001,P0011,Clothing,South,240,18,10.01,1
2022-12-07,S001,P0012,Electronics,West,118,108,125.45,1
2022-12-07,S001,P0013,Clothing,South,477,432,434.59,0
2022-12-07,S001,P0014,Clothing,South,333,315,316.9,1
2022-12-07,S001,P0015,Furniture,East,428,149,163.62,0
2022-12-07,S001,P0016,Groceries,East,123,80,93.03,1
2022-12-07,S001,P0017,Electronics,North,316,232,250.7,1
2022-12-07,S001,P0018,Groceries,North,308,115,123.63,0
2022-12-07,S001,P0019,Groceries,North,400,260,260.88,1
2022-12-07,S001,P0020,Clothing,East,172,146,141.01,0
2022-12-07,S002,P0001,Electronics,South,387,224,218.6,1
2022-12-07,S002,P0002,Furniture,South,58,12,5.37,0
2022-12-07,S002,P0003,Furniture,South,364,49,45.78,0
2022-12-07,S002,P0004,Electronics,West,380,24,15.82,0
2022-12-07,S002,P0005,Clothing,West,494,419,427.16,1
2022-12-07,S002,P0006,Toys,South,61,17,25.45,0
2022-12-07,S002,P0007,Toys,West,81,13,9.01,0
2022-12-07,S002,P0008,Toys,South,401,82,73.49,0
2022-12-07,S002,P0009,Clothing,South,438,60,56.64,0
2022-12-07,S002,P0010,Furniture,North,447,381,372.07,1
2022-12-07,S002,P0011,Groceries,South,93,41,36.76,0
2022-12-07,S002,P0012,Clothing,North,236,215,227.03,1
2022-12-07,S002,P0013,Toys,South,261,109,123.39,1
2022-12-07,S002,P0014,Furniture,West,75,54,72.82,0
2022-12-07,S002,P0015,Electronics,South,320,36,55.24,1
2022-12-07,S002,P0016,Groceries,East,432,258,266.09,0
2022-12-07,S002,P0017,Clothing,North,472,90,87.7,1
2022-12-07,S002,P0018,Clothing,North,473,196,201.44,0
2022-12-07,S002,P0019,Clothing,East,191,10,19.03,0
2022-12-07,S002,P0020,Clothing,East,455,30,35.3,1
2022-12-07,S003,P0001,Clothing,West,464,383,394.39,1
2022-12-07,S003,P0002,Electronics,East,104,45,48.56,0
2022-12-07,S003,P0003,Groceries,West,455,69,80.05,1
2022-12-07,S003,P0004,Furniture,South,140,93,104.13,0
2022-12-07,S003,P0005,Furniture,North,192,16,28.49,1
2022-12-07,S003,P0006,Groceries,South,148,91,110.21,0
2022-12-07,S003,P0007,Furniture,West,372,47,66.37,1
2022-12-07,S003,P0008,Furniture,North,355,146,155.04,0
2022-12-07,S003,P0009,Electronics,West,467,184,182.41,0
2022-12-07,S003,P0010,Groceries,South,74,67,77.09,1
2022-12-07,S003,P0011,Groceries,South,299,35,27.74,0
2022-12-07,S003,P0012,Toys,North,359,11,21.28,0
2022-12-07,S003,P0013,Toys,North,129,26,39.88,1
2022-12-07,S003,P0014,Clothing,South,128,117,135.86,1
2022-12-07,S003,P0015,Electronics,East,72,44,55.04,0
2022-12-07,S003,P0016,Furniture,North,413,406,398.16,1
2022-12-07,S003,P0017,Electronics,South,350,327,336.68,1
2022-12-07,S003,P0018,Clothing,North,120,20,26.85,0
2022-12-07,S003,P0019,Toys,West,369,6,24.17,1
2022-12-07,S003,P0020,Electronics,West,66,41,41.5,1
2022-12-07,S004,P0001,Electronics,South,362,326,320.08,1
2022-12-07,S004,P0002,Toys,East,81,57,62.54,0
2022-12-07,S004,P0003,Furniture,East,225,207,201.18,1
2022-12-07,S004,P0004,Furniture,South,248,24,39.14,0
2022-12-07,S004,P0005,Furniture,North,96,15,17.43,1
2022-12-07,S004,P0006,Toys,West,434,138,150.92,1
2022-12-07,S004,P0007,Toys,West,65,58,48.54,1
2022-12-07,S004,P0008,Toys,East,410,11,25.45,0
2022-12-07,S004,P0009,Furniture,North,305,80,96.29,0
2022-12-07,S004,P0010,Furniture,North,357,19,17.71,0
2022-12-07,S004,P0011,Groceries,South,225,143,142.61,1
2022-12-07,S004,P0012,Toys,West,354,54,53.12,0
2022-12-07,S004,P0013,Electronics,West,331,38,33.36,0
2022-12-07,S004,P0014,Toys,North,458,404,406.27,0
2022-12-07,S004,P0015,Furniture,North,302,299,301.53,1
2022-12-07,S004,P0016,Toys,West,166,147,150.2,0
2022-12-07,S004,P0017,Groceries,East,487,93,105.91,1
2022-12-07,S004,P0018,Toys,North,186,128,122.49,0
2022-12-07,S004,P0019,Toys,East,413,12,24.87,1
2022-12-07,S004,P0020,Groceries,West,171,0,5.08,1
2022-12-07,S005,P0001,Clothing,East,243,229,229.8,1
2022-12-07,S005,P0002,Toys,North,436,277,280.43,1
2022-12-07,S005,P0003,Clothing,South,163,155,147.45,0
2022-12-07,S005,P0004,Toys,South,417,331,341.42,1
2022-12-07,S005,P0005,Furniture,South,192,74,83.49,0
2022-12-07,S005,P0006,Furniture,West,232,14,19.99,1
2022-12-07,S005,P0007,Furniture,South,455,41,59.26,0
2022-12-07,S005,P0008,Groceries,South,62,59,58.88,0
2022-12-07,S005,P0009,Clothing,South,109,55,61.68,1
2022-12-07,S005,P0010,Toys,North,121,113,120.05,0
2022-12-07,S005,P0011,Furniture,West,253,225,240.22,1
2022-12-07,S005,P0012,Toys,South,438,205,196.54,1
2022-12-07,S005,P0013,Clothing,East,466,436,448.31,1
2022-12-07,S005,P0014,Clothing,East,83,8,18.29,0
2022-12-07,S005,P0015,Toys,East,174,47,47.12,1
2022-12-07,S005,P0016,Groceries,West,259,153,157.02,1
2022-12-07,S005,P0017,Toys,East,431,324,338.16,1
2022-12-07,S005,P0018,Toys,North,119,93,89.81,0
2022-12-07,S005,P0019,Toys,West,213,87,101.29,1
2022-12-07,S005,P0020,Groceries,East,219,114,114.44,1
2022-12-08,S001,P0001,Toys,South,348,281,291.88,1
2022-12-08,S001,P0002,Toys,South,203,56,70.45,0
2022-12-08,S001,P0003,Groceries,East,495,102,101.78,0
2022-12-08,S001,P0004,Furniture,North,215,153,158.6,1
2022-12-08,S001,P0005,Clothing,East,217,65,70.47,0
2022-12-08,S001,P0006,Electronics,North,167,84,84.3,1
2022-12-08,S001,P0007,Furniture,North,490,13,32.37,1
2022-12-08,S001,P0008,Furniture,East,139,124,120.52,1
2022-12-08,S001,P0009,Electronics,West,167,34,44.58,0
2022-12-08,S001,P0010,Clothing,South,56,25,25.53,0
2022-12-08,S001,P0011,Electronics,West,371,213,225.74,0
2022-12-08,S001,P0012,Groceries,North,244,176,174.25,0
2022-12-08,S001,P0013,Furniture,South,86,66,78.27,0
2022-12-08,S001,P0014,Toys,South,402,175,185.8,0
2022-12-08,S001,P0015,Toys,East,387,2,4.09,0
2022-12-08,S001,P0016,Furniture,North,63,24,27.12,0
2022-12-08,S001,P0017,Electronics,East,82,58,58.9,0
2022-12-08,S001,P0018,Clothing,East,112,56,64.36,1
2022-12-08,S001,P0019,Electronics,West,80,30,40.33,0
2022-12-08,S001,P0020,Clothing,East,455,262,258.91,0
2022-12-08,S002,P0001,Groceries,North,220,153,159.91,1
2022-12-08,S002,P0002,Groceries,South,447,7,18.9,0
2022-12-08,S002,P0003,Electronics,East,75,23,32.6,1
2022-12-08,S002,P0004,Groceries,North,440,402,398.38,1
2022-12-08,S002,P0005,Clothing,South,378,96,115.98,1
2022-12-08,S002,P0006,Toys,North,430,23,32.28,0
2022-12-08,S002,P0007,Toys,West,125,119,112.62,1
2022-12-08,S002,P0008,Electronics,South,345,96,98.03,1
2022-12-08,S002,P0009,Toys,East,224,76,69.2,0
2022-12-08,S002,P0010,Electronics,East,383,248,250.66,1
2022-12-08,S002,P0011,Groceries,North,251,92,106.56,0
2022-12-08,S002,P0012,Clothing,North,114,48,40.61,0
2022-12-08,S002,P0013,Clothing,East,265,90,109.34,1
2022-12-08,S002,P0014,Clothing,South,242,164,181.28,0
2022-12-08,S002,P0015,Toys,East,234,85,79.2,0
2022-12-08,S002,P0016,Clothing,North,378,7,25.28,1
2022-12-08,S002,P0017,Groceries,East,51,7,26.4,0
2022-12-08,S002,P0018,Clothing,East,424,383,390.81,1
2022-12-08,S002,P0019,Clothing,East,93,12,25.66,1
2022-12-08,S002,P0020,Furniture,East,145,142,148.96,1
2022-12-08,S003,P0001,Groceries,East,275,110,112.06,0
2022-12-08,S003,P0002,Groceries,North,300,130,141.3,1
2022-12-08,S003,P0003,Clothing,South,365,240,249.66,1
2022-12-08,S003,P0004,Clothing,South,339,214,227.69,1
2022-12-08,S003,P0005,Groceries,North,486,133,148.58,1
2022-12-08,S003,P0006,Toys,East,255,125,133.98,0
2022-12-08,S003,P0007,Clothing,East,440,163,157.04,1
2022-12-08,S003,P0008,Furniture,North,348,210,222.02,0
2022-12-08,S003,P0009,Clothing,South,387,251,268.01,0
2022-12-08,S003,P0010,Electronics,North,94,21,15.4,0
2022-12-08,S003,P0011,Clothing,West,236,161,156.47,0
2022-12-08,S003,P0012,Furniture,North,290,210,224.51,1
2022-12-08,S003,P0013,Clothing,North,410,16,17.01,1
2022-12-08,S003,P0014,Groceries,West,291,28,24.92,0
2022-12-08,S003,P0015,Groceries,West,288,124,114.52,1
2022-12-08,S003,P0016,Toys,North,176,84,98.84,0
2022-12-08,S003,P0017,Electronics,South,214,192,185.73,1
2022-12-08,S003,P0018,Toys,East,177,28,36.68,1
2022-12-08,S003,P0019,Furniture,South,435,296,297.08,1
2022-12-08,S003,P0020,Electronics,East,367,290,294.93,1
2022-12-08,S004,P0001,Furniture,South,292,142,138.35,1
2022-12-08,S004,P0002,Furniture,North,319,151,164.68,1
2022-12-08,S004,P0003,Furniture,South,230,44,61.88,0
2022-12-08,S004,P0004,Groceries,East,431,191,193.74,0
2022-12-08,S004,P0005,Groceries,North,77,21,31.64,0
2022-12-08,S004,P0006,Electronics,South,302,268,282.38,1
2022-12-08,S004,P0007,Electronics,South,284,24,35.77,0
2022-12-08,S004,P0008,Furniture,West,102,72,68.59,1
2022-12-08,S004,P0009,Furniture,North,67,16,20.09,0
2022-12-08,S004,P0010,Groceries,West,88,78,90.21,0
2022-12-08,S004,P0011,Toys,West,405,42,54.41,0
2022-12-08,S004,P0012,Clothing,West,207,179,172.67,0
2022-12-08,S004,P0013,Clothing,East,203,180,191.15,0
2022-12-08,S004,P0014,Groceries,South,132,23,18.71,1
2022-12-08,S004,P0015,Furniture,North,320,33,26.09,1
2022-12-08,S004,P0016,Furniture,East,463,241,234.33,0
2022-12-08,S004,P0017,Furniture,West,294,72,64.94,1
2022-12-08,S004,P0018,Furniture,East,144,116,107.09,0
2022-12-08,S004,P0019,Clothing,South,257,184,183.61,0
2022-12-08,S004,P0020,Groceries,East,157,106,98.21,0
2022-12-08,S005,P0001,Furniture,West,354,312,316.66,1
2022-12-08,S005,P0002,Furniture,North,463,372,365.1,0
2022-12-08,S005,P0003,Toys,West,331,99,115.43,0
2022-12-08,S005,P0004,Groceries,West,126,18,9.73,0
2022-12-08,S005,P0005,Electronics,West,125,72,87.45,1
2022-12-08,S005,P0006,Furniture,North,92,78,82.42,0
2022-12-08,S005,P0007,Toys,West,210,196,190.37,0
2022-12-08,S005,P0008,Electronics,East,369,305,310.11,0
2022-12-08,S005,P0009,Electronics,West,451,231,239.01,0
2022-12-08,S005,P0010,Toys,West,215,207,201.11,1
2022-12-08,S005,P0011,Groceries,East,366,242,247.59,1
2022-12-08,S005,P0012,Toys,West,193,93,94.81,1
2022-12-08,S005,P0013,Toys,East,245,115,118.45,0
2022-12-08,S005,P0014,Electronics,East,90,84,80.75,1
2022-12-08,S005,P0015,Groceries,East,132,73,65.15,0
2022-12-08,S005,P0016,Groceries,West,284,251,246.67,1
2022-12-08,S005,P0017,Furniture,South,227,214,222.4,1
2022-12-08,S005,P0018,Clothing,West,67,62,63.94,1
2022-12-08,S005,P0019,Furniture,North,375,246,236.84,1
2022-12-08,S005,P0020,Furniture,South,368,22,23.18,1
2022-12-09,S001,P0001,Toys,South,311,311,309.01,0
2022-12-09,S001,P0002,Toys,South,428,48,65.39,0
2022-12-09,S001,P0003,Toys,South,204,24,25.12,0
2022-12-09,S001,P0004,Groceries,South,226,174,180.83,1
2022-12-09,S001,P0005,Clothing,North,184,175,167.6,0
2022-12-09,S001,P0006,Electronics,North,150,9,12.69,1
2022-12-09,S001,P0007,Electronics,South,210,101,104.01,0
2022-12-09,S001,P0008,Groceries,South,232,169,179.28,1
2022-12-09,S001,P0009,Furniture,West,303,147,140.49,0
2022-12-09,S001,P0010,Toys,East,177,61,56.79,1
2022-12-09,S001,P0011,Furniture,North,371,305,310.39,0
2022-12-09,S001,P0012,Electronics,West,146,140,148.59,1
2022-12-09,S001,P0013,Furniture,North,155,120,124.53,1
2022-12-09,S001,P0014,Clothing,East,105,5,16.34,0
2022-12-09,S001,P0015,Electronics,East,311,278,291.22,1
2022-12-09,S001,P0016,Furniture,North,353,333,335.15,1
2022-12-09,S001,P0017,Electronics,North,497,226,227.58,0
2022-12-09,S001,P0018,Furniture,West,277,58,55.58,1
2022-12-09,S001,P0019,Electronics,North,433,154,149.74,0
2022-12-09,S001,P0020,Furniture,West,326,269,277.49,1
2022-12-09,S002,P0001,Toys,West,495,258,277.79,0
2022-12-09,S002,P0002,Electronics,West,220,187,181.77,1
2022-12-09,S002,P0003,Clothing,East,315,211,219.31,0
2022-12-09,S002,P0004,Clothing,North,423,18,16.23,1
2022-12-09,S002,P0005,Toys,South,81,24,30.22,0
2022-12-09,S002,P0006,Furniture,West,475,159,152.29,0
2022-12-09,S002,P0007,Electronics,West,324,56,70.45,0
2022-12-09,S002,P0008,Electronics,South,258,49,44.55,1
2022-12-09,S002,P0009,Electronics,North,341,7,16.85,1
2022-12-09,S002,P0010,Groceries,North,64,22,24.01,0
2022-12-09,S002,P0011,Electronics,South,149,72,69.36,1
2022-12-09,S002,P0012,Groceries,West,352,203,221.43,0
2022-12-09,S002,P0013,Furniture,East,90,76,83.17,0
2022-12-09,S002,P0014,Clothing,East,323,309,317.82,0
2022-12-09,S002,P0015,Furniture,South,475,414,408.23,1
2022-12-09,S002,P0016,Clothing,North,90,85,93.97,0
2022-12-09,S002,P0017,Toys,West,223,10,13.15,1
2022-12-09,S002,P0018,Furniture,West,155,106,125.21,0
2022-12-09,S002,P0019,Clothing,East,432,358,354.48,1
2022-12-09,S002,P0020,Furniture,East,199,57,50.29,1
2022-12-09,S003,P0001,Clothing,East,379,79,98.26,1
2022-12-09,S003,P0002,Electronics,East,344,253,259.54,1
2022-12-09,S003,P0003,Furniture,South,58,24,15.95,0
2022-12-09,S003,P0004,Furniture,West,366,18,31.61,1
2022-12-09,S003,P0005,Groceries,North,155,145,146.11,0
2022-12-09,S003,P0006,Groceries,North,92,8,18.27,0
2022-12-09,S003,P0007,Clothing,East,272,25,16.02,1
2022-12-09,S003,P0008,Electronics,East,266,73,89.41,1
2022-12-09,S003,P0009,Electronics,North,96,92,86.75,0
2022-12-09,S003,P0010,Groceries,South,328,134,130.71,0
2022-12-09,S003,P0011,Clothing,East,211,83,77.92,1
2022-12-09,S003,P0012,Clothing,East,469,62,52.15,1
2022-12-09,S003,P0013,Groceries,North,216,161,165.56,1
2022-12-09,S003,P0014,Clothing,South,203,19,16.25,0
2022-12-09,S003,P0015,Groceries,South,287,40,49.87,1
2022-12-09,S003,P0016,Electronics,North,150,11,1.53,1
2022-12-09,S003,P0017,Furniture,North,408,338,341.85,1
2022-12-09,S003,P0018,Clothing,West,233,160,169.87,1
2022-12-09,S003,P0019,Furniture,West,383,94,98.94,1
2022-12-09,S003,P0020,Furniture,North,496,427,444.74,1
2022-12-09,S004,P0001,Clothing,East,149,145,139.15,1
2022-12-09,S004,P0002,Groceries,North,91,72,71.18,0
2022-12-09,S004,P0003,Clothing,East,350,112,105.67,1
2022-12-09,S004,P0004,Toys,North,209,55,46.03,0
2022-12-09,S004,P0005,Clothing,North,125,88,92.13,0
2022-12-09,S004,P0006,Toys,South,172,40,53.0,1
2022-12-09,S004,P0007,Electronics,West,236,37,38.9,1
2022-12-09,S004,P0008,Toys,South,426,33,47.17,0
2022-12-09,S004,P0009,Groceries,West,285,220,222.44,1
2022-12-09,S004,P0010,Electronics,North,453,131,135.36,0
2022-12-09,S004,P0011,Clothing,West,170,92,91.39,0
2022-12-09,S004,P0012,Furniture,West,485,442,442.37,1
2022-12-09,S004,P0013,Toys,North,178,120,132.94,1
2022-12-09,S004,P0014,Clothing,East,477,218,237.88,0
2022-12-09,S004,P0015,Toys,East,399,70,83.51,1
2022-12-09,S004,P0016,Furniture,West,359,179,188.24,1
2022-12-09,S004,P0017,Toys,North,475,181,178.08,1
2022-12-09,S004,P0018,Clothing,West,318,200,217.56,1
2022-12-09,S004,P0019,Furniture,South,334,234,225.42,0
2022-12-09,S004,P0020,Groceries,North,412,2,21.19,1
2022-12-09,S005,P0001,Furniture,South,352,151,148.28,1
2022-12-09,S005,P0002,Clothing,East,343,233,242.28,1
2022-12-09,S005,P0003,Electronics,South,466,97,100.51,0
2022-12-09,S005,P0004,Furniture,North,334,19,10.92,0
2022-12-09,S005,P0005,Toys,North,244,242,239.5,1
2022-12-09,S005,P0006,Groceries,South,117,83,102.43,0
2022-12-09,S005,P0007,Groceries,North,62,60,70.61,0
2022-12-09,S005,P0008,Furniture,East,226,68,74.12,1
2022-12-09,S005,P0009,Electronics,South,275,94,86.84,1
2022-12-09,S005,P0010,Groceries,South,204,101,97.15,0
2022-12-09,S005,P0011,Groceries,North,360,66,59.97,1
2022-12-09,S005,P0012,Furniture,North,228,193,193.51,1
2022-12-09,S005,P0013,Toys,North,369,87,82.83,0
2022-12-09,S005,P0014,Clothing,South,239,63,53.75,1
2022-12-09,S005,P0015,Groceries,North,200,5,18.4,0
2022-12-09,S005,P0016,Electronics,West,385,50,65.09,0
2022-12-09,S005,P0017,Furniture,East,450,211,204.05,1
2022-12-09,S005,P0018,Furniture,North,146,14,26.96,1
2022-12-09,S005,P0019,Furniture,East,148,73,78.27,1
2022-12-09,S005,P0020,Clothing,East,447,136,129.55,0
2022-12-10,S001,P0001,Toys,South,456,80,81.42,0
2022-12-10,S001,P0002,Groceries,North,124,70,61.04,1
2022-12-10,S001,P0003,Furniture,South,196,58,74.1,1
2022-12-10,S001,P0004,Furniture,West,280,133,143.96,1
2022-12-10,S001,P0005,Clothing,East,145,70,78.51,0
2022-12-10,S001,P0006,Clothing,East,374,309,314.49,0
2022-12-10,S001,P0007,Electronics,East,229,13,13.97,1
2022-12-10,S001,P0008,Electronics,East,156,9,4.45,1
2022-12-10,S001,P0009,Groceries,West,388,29,20.14,0
2022-12-10,S001,P0010,Clothing,East,130,94,106.21,0
2022-12-10,S001,P0011,Clothing,South,232,4,-0.92,1
2022-12-10,S001,P0012,Clothing,North,273,219,236.51,0
2022-12-10,S001,P0013,Clothing,North,75,24,19.26,0
2022-12-10,S001,P0014,Furniture,South,305,260,264.6,1
2022-12-10,S001,P0015,Toys,East,402,20,18.68,0
2022-12-10,S001,P0016,Groceries,North,371,70,73.56,0
2022-12-10,S001,P0017,Clothing,West,50,9,26.6,0
2022-12-10,S001,P0018,Electronics,West,350,105,103.11,0
2022-12-10,S001,P0019,Electronics,East,68,0,15.55,0
2022-12-10,S001,P0020,Clothing,West,468,326,333.91,1
2022-12-10,S002,P0001,Groceries,East,202,20,17.5,0
2022-12-10,S002,P0002,Toys,South,186,29,34.66,1
2022-12-10,S002,P0003,Clothing,East,167,136,148.87,0
2022-12-10,S002,P0004,Furniture,North,152,68,76.34,1
2022-12-10,S002,P0005,Clothing,East,296,54,51.32,1
2022-12-10,S002,P0006,Furniture,West,456,163,176.66,1
2022-12-10,S002,P0007,Toys,East,384,74,65.38,0
2022-12-10,S002,P0008,Clothing,North,154,15,7.34,0
2022-12-10,S002,P0009,Furniture,North,309,254,249.44,0
2022-12-10,S002,P0010,Clothing,South,80,7,24.53,0
2022-12-10,S002,P0011,Electronics,South,452,134,138.86,1
2022-12-10,S002,P0012,Groceries,North,437,436,451.69,1
2022-12-10,S002,P0013,Toys,East,244,127,146.94,0
2022-12-10,S002,P0014,Groceries,West,327,46,38.82,1
2022-12-10,S002,P0015,Toys,West,130,39,35.44,0
2022-12-10,S002,P0016,Toys,West,370,252,255.31,1
2022-12-10,S002,P0017,Clothing,West,494,318,326.75,1
2022-12-10,S002,P0018,Toys,West,115,21,30.9,1
2022-12-10,S002,P0019,Groceries,West,87,27,28.58,0
2022-12-10,S002,P0020,Electronics,East,53,27,30.22,0
2022-12-10,S003,P0001,Groceries,East,124,30,28.2,0
2022-12-10,S003,P0002,Electronics,North,250,149,142.1,0
2022-12-10,S003,P0003,Electronics,South,488,271,276.8,0
2022-12-10,S003,P0004,Groceries,West,348,100,106.51,1
2022-12-10,S003,P0005,Toys,East,148,133,138.21,1
2022-12-10,S003,P0006,Clothing,West,468,83,97.2,1
2022-12-10,S003,P0007,Clothing,North,128,110,114.93,0
2022-12-10,S003,P0008,Furniture,East,67,45,40.46,1
2022-12-10,S003,P0009,Groceries,West,226,194,213.88,0
2022-12-10,S003,P0010,Clothing,East,398,206,202.58,1
2022-12-10,S003,P0011,Clothing,South,140,116,110.93,0
2022-12-10,S003,P0012,Clothing,North,76,31,40.2,1
2022-12-10,S003,P0013,Furniture,East,481,380,375.14,1
2022-12-10,S003,P0014,Toys,East,351,298,309.76,1
2022-12-10,S003,P0015,Toys,North,459,7,-2.86,1
2022-12-10,S003,P0016,Groceries,North,79,8,9.39,1
2022-12-10,S003,P0017,Clothing,North,166,86,76.8,1
2022-12-10,S003,P0018,Electronics,South,267,43,42.6,1
2022-12-10,S003,P0019,Clothing,West,359,177,196.05,0
2022-12-10,S003,P0020,Clothing,West,337,127,119.52,1
2022-12-10,S004,P0001,Toys,South,233,175,188.97,1
2022-12-10,S004,P0002,Furniture,West,98,17,33.79,0
2022-12-10,S004,P0003,Toys,East,368,159,174.75,1
2022-12-10,S004,P0004,Groceries,North,463,120,133.73,1
2022-12-10,S004,P0005,Furniture,South,129,76,80.54,1
2022-12-10,S004,P0006,Clothing,West,127,95,85.81,1
2022-12-10,S004,P0007,Groceries,North,79,55,49.0,0
2022-12-10,S004,P0008,Clothing,West,131,22,30.13,0
2022-12-10,S004,P0009,Furniture,West,472,221,233.31,0
2022-12-10,S004,P0010,Toys,East,345,108,117.38,1
2022-12-10,S004,P0011,Groceries,East,256,169,171.95,1
2022-12-10,S004,P0012,Groceries,East,184,155,163.29,0
2022-12-10,S004,P0013,Electronics,East,61,53,44.23,1
2022-12-10,S004,P0014,Groceries,West,83,12,8.58,1
2022-12-10,S004,P0015,Clothing,South,271,64,66.98,0
2022-12-10,S004,P0016,Furniture,West,271,257,264.16,0
2022-12-10,S004,P0017,Electronics,West,273,260,264.3,0
2022-12-10,S004,P0018,Clothing,East,285,141,156.54,0
2022-12-10,S004,P0019,Furniture,North,328,107,121.79,1
2022-12-10,S004,P0020,Furniture,North,322,133,123.02,0
2022-12-10,S005,P0001,Toys,North,477,30,41.45,0
2022-12-10,S005,P0002,Toys,North,214,3,0.3,1
2022-12-10,S005,P0003,Groceries,West,319,238,229.96,0
2022-12-10,S005,P0004,Toys,East,234,9,17.25,1
2022-12-10,S005,P0005,Electronics,North,173,162,155.69,1
2022-12-10,S005,P0006,Electronics,East,232,169,159.43,0
2022-12-10,S005,P0007,Toys,East,70,36,38.36,1
2022-12-10,S005,P0008,Toys,West,326,14,8.54,1
2022-12-10,S005,P0009,Electronics,West,448,227,222.37,0
2022-12-10,S005,P0010,Furniture,West,233,184,198.0,1
2022-12-10,S005,P0011,Clothing,North,461,21,22.29,0
2022-12-10,S005,P0012,Toys,West,91,10,1.37,0
2022-12-10,S005,P0013,Electronics,South,155,91,91.25,1
2022-12-10,S005,P0014,Groceries,North,231,114,113.76,0
2022-12-10,S005,P0015,Clothing,West,155,38,51.95,1
2022-12-10,S005,P0016,Groceries,North,270,84,79.75,1
2022-12-10,S005,P0017,Clothing,South,305,205,216.28,0
2022-12-10,S005,P0018,Groceries,East,285,255,245.45,0
2022-12-10,S005,P0019,Toys,South,470,47,53.96,1
2022-12-10,S005,P0020,Groceries,North,153,116,115.81,1
2022-12-11,S001,P0001,Electronics,East,119,15,32.99,1
2022-12-11,S001,P0002,Furniture,West,228,45,35.89,1
2022-12-11,S001,P0003,Clothing,West,382,179,185.67,1
2022-12-11,S001,P0004,Electronics,North,242,9,21.56,1
2022-12-11,S001,P0005,Electronics,North,103,36,47.4,1
2022-12-11,S001,P0006,Clothing,East,404,267,273.99,0
2022-12-11,S001,P0007,Furniture,North,199,170,170.68,0
2022-12-11,S001,P0008,Furniture,South,335,311,302.34,1
2022-12-11,S001,P0009,Groceries,West,449,262,259.93,1
2022-12-11,S001,P0010,Groceries,East,274,45,35.44,1
2022-12-11,S001,P0011,Furniture,South,422,274,267.46,0
2022-12-11,S001,P0012,Electronics,North,69,31,36.11,1
2022-12-11,S001,P0013,Furniture,West,466,342,341.31,1
2022-12-11,S001,P0014,Toys,North,310,220,226.89,1
2022-12-11,S001,P0015,Electronics,North,288,90,106.18,1
2022-12-11,S001,P0016,Furniture,West,207,76,85.34,0
2022-12-11,S001,P0017,Furniture,East,78,0,-4.63,0
2022-12-11,S001,P0018,Groceries,West,141,115,119.51,0
2022-12-11,S001,P0019,Electronics,West,80,42,33.84,1
2022-12-11,S001,P0020,Groceries,North,270,59,58.03,1
